idevent;_CarrierDelay;_WeatherDelay;_NASDelay
2895;931.0;4;55.00
2896;594.0;3;23.00
2897;844.0;4;40.00
2898;196.0;1;23.00
2899;1236.0;5;24.00
2900;623.0;3;34.00
2901;391.0;2;115.00
2902;109.0;1;258.00
2903;372.0;2;32.00
2904;1014.0;5;39.00
2905;582.0;3;349.00
2906;763.0;4;47.00
2907;151.0;1;243.00
2908;483.0;2;20.00
2909;151.0;1;49.00
2910;420.0;2;52.00
2911;692.0;3;21.00
2912;436.0;2;176.00
2913;409.0;2;376.00
2914;120.0;1;107.00
2915;483.0;2;164.00
2916;657.0;3;86.00
2917;500.0;3;191.00
2918;150.0;1;59.00
2919;896.0;4;707.00
2920;359.0;2;51.00
2921;359.0;2;15.00
2922;959.0;4;140.00
2923;260.0;2;676.00
2924;113.0;1;58.00
2925;305.0;2;24.00
2926;141.0;1;41.00
2927;109.0;1;25.00
2928;1014.0;5;159.00
2929;458.0;2;58.00
2930;212.0;1;50.00
2931;760.0;4;20.00
2932;1162.0;5;52.00
2933;849.0;4;26.00
2934;524.0;3;22.00
2935;563.0;3;33.00
2936;722.0;3;20.00
2937;796.0;4;18.00
2938;616.0;3;30.00
2939;251.0;2;17.00
2940;649.0;3;23.00
2941;770.0;4;50.00
2942;1269.0;6;17.00
2943;406.0;2;25.00
2944;582.0;3;44.00
2945;801.0;4;283.00
2946;844.0;4;23.00
2947;313.0;2;16.00
2948;152.0;1;48.00
2949;737.0;3;127.00
2950;228.0;1;235.00
2951;119.0;1;83.00
2952;1050.0;5;41.00
2953;601.0;3;142.00
2954;257.0;2;0.00
2955;114.0;1;486.00
2956;243.0;1;91.00
2957;95.0;1;116.00
2958;370.0;2;19.00
2959;231.0;1;0.00
2960;222.0;1;0.00
2961;448.0;2;106.00
2962;301.0;2;0.00
2963;306.0;2;149.00
2964;374.0;2;79.00
2965;488.0;2;45.00
2966;695.0;3;84.00
2967;1304.0;6;0.00
2968;508.0;3;63.00
2969;201.0;1;46.00
2970;347.0;2;31.00
2971;228.0;1;120.00
2972;155.0;1;20.00
2973;155.0;1;41.00
2974;461.0;2;22.00
2975;489.0;2;27.00
2976;128.0;1;0.00
2977;228.0;1;165.00
2978;488.0;2;52.00
2979;320.0;2;0.00
2980;232.0;1;63.00
2981;232.0;1;84.00
2982;304.0;2;84.00
2983;200.0;1;64.00
2984;200.0;1;79.00
2985;243.0;1;0.00
2986;114.0;1;100.00
2987;344.0;2;51.00
2988;198.0;1;0.00
2989;175.0;1;0.00
2990;257.0;2;39.00
2991;306.0;2;15.00
2992;235.0;1;83.00
2993;625.0;3;90.00
2994;306.0;2;24.00
2995;908.0;4;26.00
2996;306.0;2;40.00
2997;456.0;2;96.00
2998;549.0;3;76.00
2999;625.0;3;42.00
3000;549.0;3;85.00
3001;537.0;3;17.00
3002;386.0;2;0.00
3003;290.0;2;108.00
3004;453.0;2;0.00
3005;236.0;1;123.00
3006;252.0;2;151.00
3007;449.0;2;96.00
3008;349.0;2;693.00
3009;574.0;3;86.00
3010;304.0;2;0.00
3011;604.0;3;58.00
3012;144.0;1;69.00
3013;449.0;2;106.00
3014;737.0;3;1212.00
3015;284.0;2;59.00
3016;391.0;2;88.00
3017;290.0;2;27.00
3018;679.0;3;40.00
3019;235.0;1;106.00
3020;235.0;1;77.00
3021;1304.0;6;135.00
3022;451.0;2;130.00
3023;604.0;3;42.00
3024;272.0;2;83.00
3025;601.0;3;28.00
3026;866.0;4;19.00
3027;157.0;1;76.00
3028;862.0;4;74.00
3029;615.0;3;0.00
3030;610.0;3;41.00
3031;387.0;2;28.00
3032;610.0;3;43.00
3033;207.0;1;0.00
3034;95.0;1;135.00
3035;311.0;2;20.00
3036;374.0;2;0.00
3037;529.0;3;71.00
3038;694.0;3;0.00
3039;677.0;3;15.00
3040;537.0;3;49.00
3041;537.0;3;39.00
3042;337.0;2;47.00
3043;337.0;2;36.00
3044;700.0;3;25.00
3045;529.0;3;26.00
3046;231.0;1;19.00
3047;196.0;1;43.00
3048;386.0;2;28.00
3049;223.0;1;60.00
3050;1008.0;5;64.00
3051;1008.0;5;71.00
3052;386.0;2;35.00
3053;626.0;3;23.00
3054;626.0;3;61.00
3055;235.0;1;23.00
3056;129.0;1;19.00
3057;700.0;3;28.00
3058;157.0;1;91.00
3059;1034.0;5;32.00
3060;834.0;4;16.00
3061;236.0;1;140.00
3062;155.0;1;38.00
3063;574.0;3;22.00
3064;668.0;3;
3065;235.0;1;104.00
3066;399.0;2;22.00
3067;1008.0;5;20.00
3068;610.0;3;110.00
3069;695.0;3;48.00
3070;529.0;3;78.00
3071;503.0;3;47.00
3072;840.0;4;34.00
3073;651.0;3;19.00
3074;306.0;2;87.00
3075;306.0;2;112.00
3076;677.0;3;45.00
3077;144.0;1;16.00
3078;237.0;1;115.00
3079;296.0;2;114.00
3080;296.0;2;137.00
3081;284.0;2;367.00
3082;243.0;1;38.00
3083;358.0;2;19.00
3084;174.0;1;42.00
3085;304.0;2;51.00
3086;272.0;2;17.00
3087;129.0;1;74.00
3088;1034.0;5;30.00
3089;1034.0;5;42.00
3090;188.0;1;45.00
3091;188.0;1;29.00
3092;622.0;3;81.00
3093;337.0;2;41.00
3094;501.0;3;35.00
3095;387.0;2;85.00
3096;144.0;1;56.00
3097;144.0;1;80.00
3098;374.0;2;28.00
3099;234.0;1;48.00
3100;463.0;2;72.00
3101;98.0;1;0.00
3102;128.0;1;159.00
3103;76.0;1;41.00
3104;349.0;2;59.00
3105;114.0;1;64.00
3106;243.0;1;34.00
3107;198.0;1;187.00
3108;198.0;1;196.00
3109;257.0;2;24.00
3110;306.0;2;1728.00
3111;284.0;2;101.00
3112;199.0;1;49.00
3113;199.0;1;80.00
3114;114.0;1;594.00
3115;290.0;2;65.00
3116;370.0;2;22.00
3117;610.0;3;30.00
3118;503.0;3;195.00
3119;622.0;3;15.00
3120;129.0;1;18.00
3121;349.0;2;21.00
3122;349.0;2;298.00
3123;306.0;2;0.00
3124;320.0;2;15.00
3125;553.0;3;55.00
3126;553.0;3;51.00
3127;344.0;2;169.00
3128;695.0;3;20.00
3129;695.0;3;29.00
3130;411.0;2;152.00
3131;337.0;2;150.00
3132;337.0;2;82.00
3133;373.0;2;21.00
3134;337.0;2;97.00
3135;411.0;2;0.00
3136;373.0;2;26.00
3137;301.0;2;34.00
3138;155.0;1;44.00
3139;155.0;1;85.00
3140;207.0;1;22.00
3141;696.0;3;40.00
3142;337.0;2;50.00
3143;337.0;2;86.00
3144;374.0;2;36.00
3145;198.0;1;32.00
3146;198.0;1;34.00
3147;358.0;2;17.00
3148;553.0;3;156.00
3149;553.0;3;130.00
3150;243.0;1;80.00
3151;243.0;1;56.00
3152;255.0;2;0.00
3153;1050.0;5;0.00
3154;625.0;3;94.00
3155;119.0;1;15.00
3156;604.0;3;51.00
3157;74.0;1;597.00
3158;503.0;3;0.00
3159;223.0;1;407.00
3160;383.0;2;71.00
3161;95.0;1;114.00
3162;95.0;1;144.00
3163;626.0;3;40.00
3164;349.0;2;608.00
3165;284.0;2;77.00
3166;626.0;3;33.00
3167;449.0;2;42.00
3168;144.0;1;74.00
3169;98.0;1;42.00
3170;284.0;2;47.00
3171;349.0;2;175.00
3172;207.0;1;80.00
3173;144.0;1;233.00
3174;411.0;2;116.00
3175;144.0;1;59.00
3176;243.0;1;44.00
3177;257.0;2;78.00
3178;190.0;1;20.00
3179;243.0;1;105.00
3180;243.0;1;124.00
3181;435.0;2;105.00
3182;272.0;2;55.00
3183;700.0;3;31.00
3184;449.0;2;45.00
3185;236.0;1;21.00
3186;1034.0;5;17.00
3187;529.0;3;135.00
3188;449.0;2;87.00
3189;531.0;3;32.00
3190;236.0;1;130.00
3191;908.0;4;17.00
3192;588.0;3;20.00
3193;451.0;2;369.00
3194;1034.0;5;90.00
3195;95.0;1;341.00
3196;95.0;1;340.00
3197;290.0;2;22.00
3198;651.0;3;196.00
3199;626.0;3;49.00
3200;387.0;2;541.00
3201;605.0;3;159.00
3202;399.0;2;102.00
3203;408.0;2;63.00
3204;296.0;2;126.00
3205;610.0;3;284.00
3206;370.0;2;34.00
3207;234.0;1;119.00
3208;282.0;2;34.00
3209;488.0;2;218.00
3210;129.0;1;39.00
3211;489.0;2;24.00
3212;674.0;3;87.00
3213;503.0;3;109.00
3214;503.0;3;118.00
3215;440.0;2;197.00
3216;272.0;2;290.00
3217;144.0;1;71.00
3218;1050.0;5;26.00
3219;625.0;3;0.00
3220;696.0;3;69.00
3221;337.0;2;48.00
3222;531.0;3;48.00
3223;386.0;2;77.00
3224;241.0;1;
3225;588.0;3;16.00
3226;337.0;2;38.00
3227;449.0;2;80.00
3228;235.0;1;52.00
3229;451.0;2;98.00
3230;449.0;2;60.00
3231;332.0;2;87.00
3232;231.0;1;39.00
3233;695.0;3;15.00
3234;287.0;2;183.00
3235;129.0;1;90.00
3236;945.0;4;18.00
3237;399.0;2;69.00
3238;175.0;1;18.00
3239;358.0;2;233.00
3240;114.0;1;43.00
3241;198.0;1;39.00
3242;223.0;1;139.00
3243;155.0;1;126.00
3244;272.0;2;40.00
3245;908.0;4;146.00
3246;207.0;1;26.00
3247;207.0;1;559.00
3248;601.0;3;27.00
3249;695.0;3;55.00
3250;174.0;1;47.00
3251;235.0;1;36.00
3252;604.0;3;24.00
3253;119.0;1;70.00
3254;679.0;3;0.00
3255;622.0;3;63.00
3256;1050.0;5;209.00
3257;451.0;2;178.00
3258;297.0;2;285.00
3259;862.0;4;60.00
3260;144.0;1;101.00
3261;1034.0;5;81.00
3262;1034.0;5;73.00
3263;370.0;2;94.00
3264;320.0;2;64.00
3265;272.0;2;31.00
3266;625.0;3;154.00
3267;399.0;2;36.00
3268;383.0;2;244.00
3269;223.0;1;32.00
3270;228.0;1;170.00
3271;95.0;1;30.00
3272;95.0;1;156.00
3273;489.0;2;179.00
3274;95.0;1;109.00
3275;622.0;3;50.00
3276;221.0;1;23.00
3277;296.0;2;186.00
3278;235.0;1;141.00
3279;235.0;1;81.00
3280;651.0;3;0.00
3281;549.0;3;183.00
3282;549.0;3;182.00
3283;349.0;2;26.00
3284;408.0;2;16.00
3285;296.0;2;48.00
3286;296.0;2;213.00
3287;306.0;2;181.00
3288;383.0;2;90.00
3289;449.0;2;31.00
3290;207.0;1;874.00
3291;224.0;1;18.00
3292;695.0;3;49.00
3293;207.0;1;35.00
3294;201.0;1;26.00
3295;228.0;1;193.00
3296;231.0;1;209.00
3297;231.0;1;194.00
3298;371.0;2;212.00
3299;144.0;1;49.00
3300;679.0;3;15.00
3301;287.0;2;34.00
3302;834.0;4;21.00
3303;521.0;3;36.00
3304;668.0;3;85.00
3305;386.0;2;74.00
3306;501.0;3;96.00
3307;521.0;3;57.00
3308;332.0;2;25.00
3309;252.0;2;254.00
3310;98.0;1;199.00
3311;201.0;1;21.00
3312;391.0;2;19.00
3313;374.0;2;85.00
3314;489.0;2;63.00
3315;119.0;1;82.00
3316;440.0;2;30.00
3317;234.0;1;0.00
3318;508.0;3;27.00
3319;74.0;1;127.00
3320;840.0;4;0.00
3321;228.0;1;16.00
3322;383.0;2;57.00
3323;1008.0;5;24.00
3324;391.0;2;121.00
3325;541.0;3;431.00
3326;235.0;1;116.00
3327;201.0;1;136.00
3328;284.0;2;246.00
3329;284.0;2;33.00
3330;120.0;1;58.00
3331;98.0;1;176.00
3332;926.0;4;0.00
3333;76.0;1;0.00
3334;451.0;2;27.00
3335;284.0;2;23.00
3336;114.0;1;22.00
3337;257.0;2;1665.00
3338;700.0;3;399.00
3339;440.0;2;49.00
3340;700.0;3;417.00
3341;834.0;4;105.00
3342;290.0;2;0.00
3343;231.0;1;52.00
3344;231.0;1;41.00
3345;508.0;3;36.00
3346;236.0;1;47.00
3347;393.0;2;108.00
3348;493.0;2;22.00
3349;98.0;1;19.00
3350;411.0;2;26.00
3351;282.0;2;22.00
3352;393.0;2;41.00
3353;574.0;3;15.00
3354;408.0;2;39.00
3355;235.0;1;22.00
3356;503.0;3;58.00
3357;257.0;2;42.00
3358;235.0;1;18.00
3359;1156.0;5;18.00
3360;1050.0;5;54.00
3361;282.0;2;15.00
3362;157.0;1;142.00
3363;1034.0;5;26.00
3364;679.0;3;112.00
3365;188.0;1;22.00
3366;489.0;2;18.00
3367;370.0;2;15.00
3368;347.0;2;17.00
3369;308.0;2;15.00
3370;393.0;2;15.00
3371;501.0;3;811.00
3372;1008.0;5;30.00
3373;622.0;3;22.00
3374;926.0;4;625.00
3375;237.0;1;17.00
3376;489.0;2;183.00
3377;290.0;2;17.00
3378;332.0;2;364.00
3379;332.0;2;141.00
3380;610.0;3;262.00
3381;95.0;1;52.00
3382;207.0;1;108.00
3383;144.0;1;51.00
3384;668.0;3;295.00
3385;677.0;3;31.00
3386;908.0;4;230.00
3387;391.0;2;120.00
3388;622.0;3;64.00
3389;622.0;3;45.00
3390;537.0;3;260.00
3391;537.0;3;241.00
3392;287.0;2;243.00
3393;196.0;1;80.00
3394;456.0;2;73.00
3395;700.0;3;39.00
3396;529.0;3;130.00
3397;95.0;1;67.00
3398;282.0;2;138.00
3399;128.0;1;106.00
3400;228.0;1;221.00
3401;1050.0;5;112.00
3402;234.0;1;139.00
3403;228.0;1;202.00
3404;155.0;1;271.00
3405;311.0;2;73.00
3406;489.0;2;55.00
3407;1050.0;5;115.00
3408;601.0;3;332.00
3409;374.0;2;47.00
3410;374.0;2;66.00
3411;190.0;1;109.00
3412;257.0;2;23.00
3413;199.0;1;18.00
3414;306.0;2;81.00
3415;235.0;1;148.00
3416;235.0;1;128.00
3417;449.0;2;112.00
3418;344.0;2;29.00
3419;306.0;2;1447.00
3420;231.0;1;26.00
3421;453.0;2;364.00
3422;453.0;2;291.00
3423;501.0;3;23.00
3424;451.0;2;74.00
3425;387.0;2;210.00
3426;908.0;4;43.00
3427;296.0;2;53.00
3428;224.0;1;32.00
3429;696.0;3;75.00
3430;508.0;3;313.00
3431;679.0;3;23.00
3432;306.0;2;29.00
3433;332.0;2;65.00
3434;144.0;1;83.00
3435;456.0;2;29.00
3436;252.0;2;98.00
3437;618.0;3;117.00
3438;668.0;3;31.00
3439;668.0;3;22.00
3440;95.0;1;63.00
3441;374.0;2;357.00
3442;926.0;4;271.00
3443;1304.0;6;46.00
3444;129.0;1;68.00
3445;926.0;4;28.00
3446;287.0;2;35.00
3447;537.0;3;193.00
3448;696.0;3;98.00
3449;489.0;2;105.00
3450;304.0;2;47.00
3451;306.0;2;587.00
3452;190.0;1;94.00
3453;306.0;2;79.00
3454;297.0;2;21.00
3455;287.0;2;29.00
3456;456.0;2;34.00
3457;440.0;2;52.00
3458;440.0;2;47.00
3459;386.0;2;37.00
3460;332.0;2;130.00
3461;332.0;2;110.00
3462;1156.0;5;73.00
3463;157.0;1;20.00
3464;700.0;3;105.00
3465;1034.0;5;25.00
3466;610.0;3;200.00
3467;840.0;4;18.00
3468;956.0;4;83.00
3469;386.0;2;197.00
3470;1254.0;6;24.00
3471;615.0;3;102.00
3472;501.0;3;29.00
3473;549.0;3;0.00
3474;387.0;2;22.00
3475;373.0;2;15.00
3476;370.0;2;20.00
3477;622.0;3;73.00
3478;537.0;3;37.00
3479;287.0;2;33.00
3480;493.0;2;19.00
3481;201.0;1;105.00
3482;228.0;1;89.00
3483;503.0;3;22.00
3484;296.0;2;22.00
3485;237.0;1;73.00
3486;1008.0;5;53.00
3487;306.0;2;63.00
3488;651.0;3;98.00
3489;399.0;2;507.00
3490;834.0;4;44.00
3491;508.0;3;18.00
3492;311.0;2;17.00
3493;610.0;3;21.00
3494;615.0;3;15.00
3495;386.0;2;19.00
3496;308.0;2;20.00
3497;668.0;3;20.00
3498;451.0;2;33.00
3499;449.0;2;86.00
3500;501.0;3;75.00
3501;144.0;1;60.00
3502;677.0;3;0.00
3503;726.0;3;62.00
3504;908.0;4;22.00
3505;201.0;1;28.00
3506;726.0;3;206.00
3507;545.0;3;16.00
3508;622.0;3;37.00
3509;282.0;2;42.00
3510;618.0;3;22.00
3511;604.0;3;46.00
3512;224.0;1;36.00
3513;237.0;1;47.00
3514;297.0;2;19.00
3515;651.0;3;147.00
3516;862.0;4;21.00
3517;677.0;3;43.00
3518;237.0;1;26.00
3519;223.0;1;16.00
3520;236.0;1;15.00
3521;489.0;2;199.00
3522;508.0;3;84.00
3523;737.0;3;19.00
3524;694.0;3;23.00
3525;144.0;1;544.00
3526;370.0;2;153.00
3527;120.0;1;89.00
3528;489.0;2;32.00
3529;237.0;1;39.00
3530;144.0;1;78.00
3531;489.0;2;91.00
3532;157.0;1;92.00
3533;834.0;4;18.00
3534;679.0;3;21.00
3535;908.0;4;56.00
3536;282.0;2;303.00
3537;1024.0;5;21.00
3538;501.0;3;21.00
3539;1050.0;5;146.00
3540;296.0;2;21.00
3541;297.0;2;36.00
3542;625.0;3;44.00
3543;651.0;3;56.00
3544;453.0;2;49.00
3545;386.0;2;47.00
3546;489.0;2;54.00
3547;601.0;3;40.00
3548;374.0;2;334.00
3549;374.0;2;322.00
3550;1008.0;5;37.00
3551;695.0;3;54.00
3552;737.0;3;29.00
3553;945.0;4;26.00
3554;1026.0;5;32.00
3555;157.0;1;75.00
3556;700.0;3;16.00
3557;456.0;2;65.00
3558;508.0;3;712.00
3559;282.0;2;91.00
3560;383.0;2;249.00
3561;373.0;2;24.00
3562;866.0;4;155.00
3563;201.0;1;20.00
3564;383.0;2;126.00
3565;306.0;2;188.00
3566;604.0;3;23.00
3567;501.0;3;185.00
3568;726.0;3;106.00
3569;726.0;3;64.00
3570;1304.0;6;202.00
3571;383.0;2;22.00
3572;529.0;3;21.00
3573;926.0;4;18.00
3574;237.0;1;31.00
3575;237.0;1;155.00
3576;174.0;1;55.00
3577;449.0;2;129.00
3578;625.0;3;87.00
3579;296.0;2;101.00
3580;200.0;1;0.00
3581;174.0;1;232.00
3582;320.0;2;16.00
3583;190.0;1;84.00
3584;449.0;2;108.00
3585;95.0;1;136.00
3586;908.0;4;38.00
3587;235.0;1;118.00
3588;223.0;1;56.00
3589;306.0;2;34.00
3590;144.0;1;263.00
3591;834.0;4;28.00
3592;834.0;4;29.00
3593;387.0;2;23.00
3594;834.0;4;46.00
3595;834.0;4;15.00
3596;311.0;2;109.00
3597;228.0;1;48.00
3598;862.0;4;32.00
3599;232.0;1;15.00
3600;308.0;2;111.00
3601;908.0;4;19.00
3602;908.0;4;0.00
3603;1304.0;6;49.00
3604;601.0;3;146.00
3605;575.0;3;85.00
3606;236.0;1;42.00
3607;383.0;2;112.00
3608;696.0;3;70.00
3609;352.0;2;187.00
3610;129.0;1;52.00
3611;188.0;1;97.00
3612;549.0;3;99.00
3613;451.0;2;21.00
3614;337.0;2;20.00
3615;531.0;3;23.00
3616;1008.0;5;120.00
3617;1008.0;5;141.00
3618;408.0;2;117.00
3619;408.0;2;141.00
3620;311.0;2;78.00
3621;284.0;2;25.00
3622;402.0;2;21.00
3623;604.0;3;25.00
3624;370.0;2;53.00
3625;529.0;3;98.00
3626;726.0;3;21.00
3627;537.0;3;69.00
3628;696.0;3;15.00
3629;172.0;1;0.00
3630;306.0;2;46.00
3631;449.0;2;165.00
3632;453.0;2;190.00
3633;311.0;2;149.00
3634;311.0;2;128.00
3635;453.0;2;217.00
3636;696.0;3;20.00
3637;374.0;2;153.00
3638;190.0;1;31.00
3639;114.0;1;661.00
3640;284.0;2;16.00
3641;95.0;1;46.00
3642;488.0;2;24.00
3643;488.0;2;74.00
3644;297.0;2;35.00
3645;297.0;2;56.00
3646;625.0;3;190.00
3647;344.0;2;17.00
3648;272.0;2;23.00
3649;626.0;3;43.00
3650;155.0;1;32.00
3651;862.0;4;30.00
3652;862.0;4;23.00
3653;615.0;3;43.00
3654;679.0;3;17.00
3655;615.0;3;82.00
3656;626.0;3;17.00
3657;393.0;2;43.00
3658;448.0;2;45.00
3659;411.0;2;40.00
3660;448.0;2;25.00
3661;282.0;2;19.00
3662;284.0;2;24.00
3663;488.0;2;15.00
3664;76.0;1;33.00
3665;76.0;1;32.00
3666;201.0;1;40.00
3667;174.0;1;24.00
3668;1024.0;5;37.00
3669;370.0;2;112.00
3670;677.0;3;21.00
3671;422.0;2;19.00
3672;188.0;1;28.00
3673;862.0;4;69.00
3674;188.0;1;0.00
3675;651.0;3;207.00
3676;626.0;3;160.00
3677;228.0;1;22.00
3678;223.0;1;178.00
3679;610.0;3;15.00
3680;144.0;1;264.00
3681;726.0;3;19.00
3682;374.0;2;81.00
3683;695.0;3;71.00
3684;726.0;3;52.00
3685;201.0;1;33.00
3686;1050.0;5;236.00
3687;198.0;1;60.00
3688;235.0;1;42.00
3689;625.0;3;95.00
3690;297.0;2;15.00
3691;531.0;3;55.00
3692;626.0;3;76.00
3693;866.0;4;45.00
3694;172.0;1;19.00
3695;668.0;3;148.00
3696;575.0;3;24.00
3697;188.0;1;17.00
3698;694.0;3;91.00
3699;615.0;3;74.00
3700;945.0;4;20.00
3701;223.0;1;20.00
3702;387.0;2;20.00
3703;308.0;2;34.00
3704;610.0;3;58.00
3705;306.0;2;16.00
3706;618.0;3;25.00
3707;622.0;3;39.00
3708;282.0;2;110.00
3709;207.0;1;46.00
3710;926.0;4;30.00
3711;908.0;4;33.00
3712;622.0;3;24.00
3713;489.0;2;28.00
3714;349.0;2;65.00
3715;237.0;1;184.00
3716;440.0;2;16.00
3717;1008.0;5;15.00
3718;282.0;2;2166.00
3719;503.0;3;29.00
3720;1024.0;5;15.00
3721;188.0;1;196.00
3722;399.0;2;26.00
3723;956.0;4;18.00
3724;622.0;3;34.00
3725;610.0;3;19.00
3726;449.0;2;49.00
3727;448.0;2;15.00
3728;1008.0;5;19.00
3729;95.0;1;33.00
3730;207.0;1;29.00
3731;144.0;1;25.00
3732;726.0;3;29.00
3733;311.0;2;26.00
3734;1304.0;6;33.00
3735;1304.0;6;22.00
3736;252.0;2;141.00
3737;534.0;3;
3738;622.0;3;18.00
3739;489.0;2;47.00
3740;862.0;4;34.00
3741;489.0;2;34.00
3742;284.0;2;18.00
3743;287.0;2;17.00
3744;521.0;3;37.00
3745;622.0;3;31.00
3746;1008.0;5;16.00
3747;155.0;1;31.00
3748;296.0;2;60.00
3749;332.0;2;23.00
3750;604.0;3;28.00
3751;537.0;3;36.00
3752;695.0;3;18.00
3753;622.0;3;42.00
3754;198.0;1;31.00
3755;235.0;1;96.00
3756;625.0;3;163.00
3757;297.0;2;70.00
3758;700.0;3;18.00
3759;157.0;1;45.00
3760;501.0;3;250.00
3761;737.0;3;28.00
3762;588.0;3;30.00
3763;383.0;2;79.00
3764;610.0;3;95.00
3765;386.0;2;38.00
3766;235.0;1;70.00
3767;95.0;1;40.00
3768;622.0;3;93.00
3769;584.0;3;22.00
3770;622.0;3;20.00
3771;489.0;2;73.00
3772;537.0;3;186.00
3773;228.0;1;36.00
3774;223.0;1;18.00
3775;201.0;1;23.00
3776;235.0;1;35.00
3777;243.0;1;659.00
3778;347.0;2;22.00
3779;383.0;2;32.00
3780;449.0;2;18.00
3781;488.0;2;42.00
3782;926.0;4;503.00
3783;393.0;2;52.00
3784;223.0;1;36.00
3785;95.0;1;779.00
3786;95.0;1;807.00
3787;311.0;2;297.00
3788;626.0;3;131.00
3789;349.0;2;34.00
3790;391.0;2;165.00
3791;488.0;2;36.00
3792;622.0;3;131.00
3793;332.0;2;67.00
3794;610.0;3;23.00
3795;461.0;2;95.00
3796;461.0;2;169.00
3797;488.0;2;94.00
3798;207.0;1;205.00
3799;207.0;1;197.00
3800;120.0;1;66.00
3801;120.0;1;40.00
3802;668.0;3;126.00
3803;531.0;3;24.00
3804;834.0;4;20.00
3805;503.0;3;68.00
3806;257.0;2;18.00
3807;297.0;2;66.00
3808;232.0;1;1174.00
3809;95.0;1;54.00
3810;488.0;2;97.00
3811;306.0;2;52.00
3812;622.0;3;105.00
3813;74.0;1;96.00
3814;201.0;1;153.00
3815;306.0;2;124.00
3816;525.0;3;135.00
3817;1216.0;5;74.00
3818;834.0;4;141.00
3819;188.0;1;769.00
3820;558.0;3;21.00
3821;726.0;3;40.00
3822;157.0;1;22.00
3823;347.0;2;21.00
3824;677.0;3;32.00
3825;493.0;2;40.00
3826;290.0;2;31.00
3827;668.0;3;127.00
3828;668.0;3;103.00
3829;387.0;2;42.00
3830;449.0;2;20.00
3831;501.0;3;148.00
3832;201.0;1;35.00
3833;411.0;2;20.00
3834;463.0;2;15.00
3835;320.0;2;86.00
3836;221.0;1;26.00
3837;840.0;4;15.00
3838;337.0;2;103.00
3839;695.0;3;25.00
3840;196.0;1;63.00
3841;737.0;3;256.00
3842;337.0;2;117.00
3843;172.0;1;124.00
3844;337.0;2;805.00
3845;531.0;3;28.00
3846;531.0;3;19.00
3847;332.0;2;22.00
3848;370.0;2;63.00
3849;1304.0;6;294.00
3850;926.0;4;86.00
3851;451.0;2;147.00
3852;190.0;1;22.00
3853;358.0;2;20.00
3854;190.0;1;70.00
3855;449.0;2;94.00
3856;1156.0;5;31.00
3857;282.0;2;43.00
3858;74.0;1;0.00
3859;236.0;1;115.00
3860;1034.0;5;115.00
3861;311.0;2;60.00
3862;622.0;3;43.00
3863;668.0;3;283.00
3864;449.0;2;48.00
3865;408.0;2;54.00
3866;306.0;2;190.00
3867;383.0;2;270.00
3868;383.0;2;286.00
3869;207.0;1;75.00
3870;207.0;1;69.00
3871;726.0;3;118.00
3872;374.0;2;668.00
3873;201.0;1;82.00
3874;282.0;2;113.00
3875;488.0;2;81.00
3876;574.0;3;120.00
3877;574.0;3;122.00
3878;537.0;3;196.00
3879;537.0;3;206.00
3880;440.0;2;218.00
3881;232.0;1;20.00
3882;201.0;1;72.00
3883;371.0;2;442.00
3884;144.0;1;98.00
3885;304.0;2;985.00
3886;257.0;2;82.00
3887;114.0;1;28.00
3888;114.0;1;45.00
3889;243.0;1;88.00
3890;190.0;1;136.00
3891;358.0;2;336.00
3892;553.0;3;98.00
3893;344.0;2;79.00
3894;297.0;2;59.00
3895;488.0;2;153.00
3896;207.0;1;230.00
3897;436.0;2;74.00
3898;503.0;3;30.00
3899;374.0;2;45.00
3900;448.0;2;30.00
3901;306.0;2;167.00
3902;610.0;3;16.00
3903;402.0;2;40.00
3904;677.0;3;352.00
3905;622.0;3;52.00
3906;383.0;2;15.00
3907;128.0;1;20.00
3908;228.0;1;40.00
3909;545.0;3;78.00
3910;282.0;2;126.00
3911;76.0;1;20.00
3912;796.0;4;75.00
3913;1024.0;5;16.00
3914;152.0;1;279.00
3915;737.0;3;30.00
3916;1123.0;5;39.00
3917;902.0;4;39.00
3918;125.0;1;84.00
3919;557.0;3;38.00
3920;573.0;3;23.00
3921;573.0;3;19.00
3922;119.0;1;30.00
3923;1014.0;5;44.00
3924;1075.0;5;35.00
3925;420.0;2;42.00
3926;251.0;2;22.00
3927;157.0;1;27.00
3928;1250.0;6;19.00
3929;262.0;2;25.00
3930;212.0;1;96.00
3931;120.0;1;32.00
3932;250.0;2;51.00
3933;125.0;1;104.00
3934;409.0;2;22.00
3935;120.0;1;81.00
3936;1013.0;5;675.00
3937;733.0;3;26.00
3938;316.0;2;23.00
3939;913.0;4;166.00
3940;809.0;4;26.00
3941;639.0;3;15.00
3942;1195.0;5;17.00
3943;902.0;4;15.00
3944;196.0;1;44.00
3945;192.0;1;35.00
3946;582.0;3;55.00
3947;582.0;3;15.00
3948;250.0;2;23.00
3949;607.0;3;123.00
3950;500.0;3;61.00
3951;872.0;4;108.00
3952;1278.0;6;29.00
3953;391.0;2;56.00
3954;996.0;4;82.00
3955;179.0;1;112.00
3956;522.0;3;55.00
3957;1075.0;5;27.00
3958;1083.0;5;76.00
3959;372.0;2;39.00
3960;911.0;4;20.00
3961;588.0;3;71.00
3962;522.0;3;50.00
3963;737.0;3;20.00
3964;258.0;2;132.00
