AirlineKey;AirlineId;Code;Description
864;864;MAE;Mid-Atlantic Exp. Airlines
865;865;MAG;Magum Airlines
866;866;MAI;The Maui Commuter
867;867;MAQ;Millardair Limited
868;868;MAR;Marshall's Air Inc.
869;869;MAV;Maverick Airways
870;870;MAX;Maxair Inc.
871;871;MB;Samoa Airlines Inc.
872;872;MC;Transtar Airlines Corp.
873;873;MCO;Mid Continental Airlines In
874;874;MDC;Midcontinent Airlines
875;875;MDU;Metro Airlines
876;876;ME;Middle East Airlines S.A.L.
877;877;MEA;Manhattan Express
878;878;MET;Metroplex Airlines
879;879;MEX;Metro Express 11
880;880;MG;Champion Air
881;881;MGQ;Montana Austria Flugetrieb
882;882;MH;Malaysian Airline System
883;883;MHK;Mohawk Airlines
884;884;MHO;Mahalo Air
885;885;MIN;Minuteman Aviation Inc.
886;886;MIS;Midstate Airlines Inc.
887;887;MIY;Midway Aviation Inc.
888;888;MJ;Lapa-Lineas Aereas Privadas
889;889;MKQ;Airmark Corporation
890;890;ML;Aero Costa Rica
891;891;ML (1);Midway Airlines Inc. (1)
892;892;MLL;Miller Air Transportersinc
893;893;MLX;Merlin Express
894;894;MM;Euro Atlantic Airways
895;895;MM (1);Sociedad Aeronautica De Med
896;896;MMH;Ocean Airways Inc.
897;897;MNA;M & N Aviation
898;898;MNZ;Cumberland Airlines
899;899;MOQ;Morningstar Air Express
900;900;MP;Martinair Holland N.V.
901;901;MPA;Mid Pacific Airlines Inc.
902;902;MPC;Mid Pacific Air Corp.
903;903;MQ;Envoy Air
904;904;MRC;Marco Island Airways Inc.
905;905;MRQ;National Air Cargo Group
906;906;MRR;Merrimack Aviation Inc.
907;907;MS;Egyptair
908;908;MST;Midwest Aviation
909;909;MT;Thomas Cook Airlines Uk Ltd.
910;910;MT (1);Flying Colours Airlines Ltd.
911;911;MTA;Arkansas Traveler Airline
912;912;MTR;Metroflight Airlines
913;913;MTV;Mst Aviation
914;914;MTX;Mountain Air Express
915;915;MU;China Eastern Airlines
916;916;MU (1);Mcclain Airlines Inc.
917;917;MUA;Manu'a Air Transport
918;918;MUQ;Aerolineas Mundo
919;919;MVA;Mississippi Valley Airlines
920;920;MW;Mokulele Flight Services
921;921;MWA;Mountain West Airlines
922;922;MX;Compania Mexicana De Aviaci
923;923;MY;MAXjet
924;924;MYQ;Lineas Aereas Mayas (Lamsa)
925;925;MZ;P.N. Merpati Nusantara Air.
926;926;N5;Skagway Air Service
927;927;N5 (1);Nations Air Express Inc.
928;928;N6;Aero Continente
929;929;N7;National Airlines
930;930;;North American Airlines
931;931;NAC;National Air Commuter Inc.
932;932;NAP;Npa Inc.
933;933;NAQ;Nationair
934;934;NAS;Nasville Eagle
935;935;NAT;National Air
936;936;NB;Sterling Cargo
937;937;NBQ;Sterling Airways A/S
938;938;NC;Northern Air Cargo Inc.
939;939;NCA;National Commuter Airlines
940;940;NCE;Northcoast Executive
941;941;ND;Intair
942;942;NEB;New Born Wings Inc.
943;943;NEC;Nor East Commuter Airlines
944;944;NEQ;North East Cargo Airlines
945;945;NER;Northeast Express Regional (1)
946;946;NET;Nacnet
947;947;NEV;Nevada Airlines
948;948;NEW;New England Airlines Inc.
949;949;NEX;Northeast Express Regional
950;950;NFA;National Florida Airlines
951;951;NFQ;North Cariboo Flying Serv.
952;952;NG;Lauda Air Luftfahrt Ag
953;953;NGL;Northern Eagle Airways Inc.
954;954;NH;All Nippon Airways Co.
955;955;NHA;Newair Flight Inc.
956;956;NI;Lanica
957;957;NI (1);American International Airways Inc.
958;958;NJ;Vanguard Airlines Inc.
959;959;NJA;N. J. Merrimack Airlines
960;960;NJE;NetJets Transportes Aereos
961;961;NK;Spirit Air Lines
962;962;NKQ;Norcanair
963;963;NLQ;Nolinor Aviation
964;964;NN;Northward Airlines Ltd.
965;965;NOQ;Novair Airlines Ab
966;966;NPA;North Pacific Airlines Inc.
967;967;NPT;E. J. A. Newport Inc.
968;968;NQ;Air Japan Co
969;969;NRN;Northern Airlines Inc.
970;970;NSQ;North Coast Air Services
971;971;NTH;Northaire
972;972;NTQ;National Aviation Consult.
973;973;NUM;Lake State Airways
974;974;NUQ;Air Niugini
975;975;NVQ;Novair International Airways Ltd.
976;976;NVX;Nevis Express
977;977;NW;Northwest Airlines Inc.
978;978;NWQ;N. W. Territorial Airways
979;979;NWS;Northwest Seaplanes
980;980;NXQ;North Vancouver Air
981;981;NY;New York Air Inc.
982;982;NYH;New York Helicopter Corp.
983;983;NZ;Air New Zealand
984;984;OA;Olympic Airways
985;985;OAK;Harbor Airlines Inc.
986;986;OB;Oasis International Airlines S.A.
987;987;OC;Air California Inc.
988;988;OCR;Ocean Reef Airways Inc.
989;989;OD;Emerald Airlines Inc.
990;990;OD (1);Aerocondor
991;991;OE;Westair Airlines Inc.
992;992;OF;Air Finland Ltd.
993;993;OFF;Offshore Logistics
994;994;OH;Comair Inc.
995;995;OHA;Omaha Aviation
996;996;OHZ;Caribbean Air Services Inc.
997;997;OI;Prestige Airways
998;998;OIZ;Corporate Air Inc.
999;999;OJ;Fly Jamaica Airways Limited
1000;1000;OK;Czech Airlines
1001;1001;OMH;Omniflight Helicopters
1002;1002;OMI;Omniflight Airways
1003;1003;OMK;Omak Aviation Airlines
1004;1004;OMN;Omni Pacific Airline
1005;1005;OMQ;Quassar De Mexico
1006;1006;ON;Air Nauru
1007;1007;ONQ;Nunasi-Central Airlines Ltd.
1008;1008;OO;SkyWest Airlines Inc.
1009;1009;OOZ;Sun Aire Lines
1010;1010;OP;Flying Boat Inc.
1011;1011;OP (1);Air Panama Internacional
1012;1012;OPQ;Orion Air
1013;1013;OR;TUI Airlines Nederland B.V.
1014;1014;ORI;Orion Air Inc.
1015;1015;OS;Austrian Airlines
1016;1016;OTT;Otter Air
1017;1017;OV;Aeromaritime
1018;1018;OW;Executive Airlines
1019;1019;OWQ;Ontario Worldair Limited
1020;1020;OWS;Air Kentucky Air Lines
1021;1021;OZ;Asiana Airlines Inc.
1022;1022;OZ (1);Ozark Air Lines Inc. (1)
1023;1023;OZA;Ozark Air Lines Inc.
1024;1024;P9;Pro Air Inc.
1025;1025;PA;Florida Coastal Airlines
1026;1026;PA (1);Pan American World Airways (1)
1027;1027;PA (2);Pan American World Airways
1028;1028;PAI;Permian Airways Inc.
1029;1029;PAQ;Patriot Airlines Inc.
1030;1030;PAT;Panorama Air Tours
1031;1031;PBA;Provincetown Boston
1032;1032;PBQ;Privatair
1033;1033;PCA;Piasa Commuter Airlines
1034;1034;PCL;Pacific Cal Air
1035;1035;PCQ;Pace Airlines
1036;1036;PCR;Pacair
1037;1037;PD;Porter Airlines
1038;1038;PD (1);Pem-Air Limited
1039;1039;PDA;Trans Southern Airways
1040;1040;PDQ;Antigua Paradise Airways
1041;1041;PE;Air Europe S.P.A.
1042;1042;PE (1);People Express Airlines Inc.
1043;1043;PEA;Pearson Aircraft
1044;1044;PEQ;SkyLink Express Inc.
1045;1045;PER;Air Pennsylvania
1046;1046;PET;Petro Aviation Corp.
1047;1047;PFA;Pacificair
1048;1048;PFQ;Asia Pacific
1049;1049;PH;Polynesian Airlines Ltd.
1050;1050;PHL;Phillips Airlines
1051;1051;PHR;Pinehurst Airlines Inc.
1052;1052;PHX;Phoenix Airlines
